축제명,개최장소,축제시작일자,축제종료일자,축제내용,주관기관,주최기관,후원기관,전화번호,홈페이지주소,관련정보,소재지도로명주소,소재지지번주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
대덕제 대구앞산축제,앞산,2021-01-01,2021-12-31,"앞산트레일(팸)투어, 앞산콘서트, 앞산이야기극 등(일정 미정)",남구문화행사추진위원회,남구문화행사추진위원회,,053-664-3262,http://www.nam.daegu.kr/,개최일자 미정,대구광역시 남구 이천로 51(봉덕동),,35.84594995,128.5975989,2021-04-21,6270000,대구광역시
신천 음악버스킹,신천둔치,2021-07-01,2021-08-31,"신천달빛버스킹, THE LIVE, 아이스 이벤트, 쿨존 등",남구문화행사추진위원회,남구문화행사추진위원회,,053-664-3262,http://www.nam.daegu.kr/,개최일자 미정,대구광역시 남구 이천로 51(봉덕동),,35.84594995,128.5975989,2021-04-21,6270000,대구광역시
대구할로윈축제,앞산 맛길,2021-10-01,2021-10-31,"할로윈 퍼레이드, 할로윈 코스튬콘테스트 등",사단법인공동체디자인연구소,대구광역시 남구 문화관광과,,053-664-2174,http://www.nam.daegu.kr/,개최일자 미정,대구광역시 남구 이천로 51(봉덕동),,35.84594995,128.5975989,2021-04-21,6270000,대구광역시
금호강바람소리길축제,금호강 둔치,2021-10-02,2021-10-03,"마칭퍼레이드, 금호강 생태전시, 체험부스 등",재단법인행복북구문화재단,대구광역시 북구 문화예술과,,053-665-2172,http://www.buk.daegu.kr/,,대구광역시 북구 옥산로 65(침산동),,35.8856843,128.5827802,2021-04-21,6270000,대구광역시
논두렁밭두렁축제,경북농업기술원,2021-10-01,2021-10-31,"허수아비 전시회, 체험프로그램, 버스킹 등","선린종합사회복지관,함지노인복지관",강북풀뿌리단체협의회,,053-326-0645,http://www.buk.daegu.kr/,,대구광역시 북구 옥산로 65(침산동),,35.8856843,128.5827802,2021-04-21,6270000,대구광역시
수성못페스티벌,수성못,2021-10-01,2021-10-03,"지역 예술인 문화공연, 음악불꽃쇼, 들안길 푸드 페스티벌 등",재단법인수성문화재단,대구광역시 수성구 문화체육과,,053-668-1504,http://www.suseong.kr/,,대구광역시 수성구 달구벌대로 2450(범어동),,35.85820008,128.6306298,2021-04-21,6270000,대구광역시
장미꽃 필 무렵,이곡장미공원,2021-05-20,2021-05-22,"축하콘서트, 버스킹 공연, 장미체험부스 운영",재단법인달서문화재단,재단법인달서문화재단,,053-584-9712,http://www.dalseo.daegu.kr/,,대구광역시 달서구 학산로 45(월성동),,35.82991524,128.5328365,2021-04-21,6270000,대구광역시
달성 100대 피아노,사문진 나루터,2021-10-01,2021-10-31,"100인 피아니스트 공연, 유명 아티스트 초청 및 협연",재단법인달성문화재단,대구광역시 달성군 문화체육과,,053-668-2172,http://www.dalseong.daegu.kr/,개최일자 미정,대구광역시 달성군 논공읍 달성군청로 33,,35.77466287,128.4313916,2021-04-21,6270000,대구광역시
창원진동불꽃낙화축제,창원진동면 광암항,2018-04-15,2018-04-15,"축하공연, 개막식, 불꽃낙화 점화 등","창원서부수협, 진동면청년회","창원진동미더덕축제위원회, 창원진동불꽃낙화축제위원회",,,,,경상남도 창원시 마산합포구 진동면 광암해안길16-1,경상남도 창원시 마산합포구 진동면 요장리 267-37,35.10418995,128.4971465,2020-07-14,5670000,경상남도 창원시
야철제,성산패총,2018-06-30,2018-06-30,"초혼제, 불씨봉송 및 점화, 제례등",창원시,창원시,,,,,경상남도 창원시 성산구 성산패총로 137,경상남도 창원시 성산구 외동 853-7,35.20793223,128.6792735,2020-07-14,5670000,경상남도 창원시
마산만날제,만날공원,2018-09-25,2018-09-27,"개막식, 당산제등","마산예총, 마산만날제운영위원회",마산예총,,,,,,경상남도 창원시 마산합포구 월영동 산177,,,2020-07-14,5670000,경상남도 창원시
남산상봉제,남산공원,2018-09-29,2018-09-30,"개막식, 상봉가요제, 남산어울림한마당, 체험행사 등",창원남산상봉제 축제위원회,창원남산상봉제 축제위원회,,,,,경상남도 창원시 의창구 팔용로 494-37,,35.25767299,128.6191963,2020-07-14,5670000,경상남도 창원시
세종대왕과 초정약수 축제,내수초정문화공원,2018-05-25,2018-05-27,초정약수 관련,청주문화원,청주시,,043-201-2042,해당없음,,충청북도 청주시 청원구 내수읍 초정약수로 851,충청북도 청주시 청원구 내수읍 초정리 64-2,36.721607,127.601269,2020-07-17,5710000,충청북도 청주시
공주항공축제,공주경비행기장(정안천 일원),2019-05-04,2019-05-06,"경량항공기 활주로 주행체험, 포토존, 물로켓 만들기등",공주경비행기,공주시,,041-840-8093,,,충청남도 공주시 의당면 수촌리 943,충청남도 공주시 의당면 수촌리 943,36.51052026,127.1258208,2020-07-07,4500000,충청남도 공주시
공주 금강여름축제,고마아트센터,2019-07-26,2019-07-28,"국악&재즈공연, 프린지공연, 밴드경연대회, 물놀이 체험및 전시, 먹거리 운영 등",공주 금강여름축제조직위원회,공주시,,041-840-2056,,,충청남도 공주시 사곡면 마곡사로 854,충청남도 공주시 사곡면 운암리 722-4,36.55728753,127.0183843,2020-07-07,4500000,충청남도 공주시
제65회 백제문화제,금강신관공원 및 공산성 일원,2019-09-28,2019-10-06,"웅진파타지아, 웅진성퍼레이드, 체험마당, 먹거리마당, 농특산물판매 등",공주시백제문화선양위원회,백제문화제추진위원회,,041-840-8069,,,충청남도 공주시 신관동 553,충청남도 공주시 신관동 553,36.47021463,127.1274371,2020-07-07,4500000,충청남도 공주시
356일 달마고도 워킹데이,미황사일원,2021-03-13,2021-04-25,"달마고도순례길걷기, 무대행사, 체험등",전라남도 해남군,전라남도 해남군,미황사,061-530-5159,www.haenam.go.kr,,전라남도 해남군 송지면 미황사길 164,전라남도 해남군 송지면 서정리 1,34.38223237,126.5779589,2021-03-11,4930000,전라남도 해남군
흑석산 철쭉제,가학산자연휴양림,2021-04-25,2021-04-26,"산신제, 어린이체험, 산행, 농산물홍보 등",흑석산철쭉제추진위원회,흑석산철쭉제추진위원회,해남군,061-531-3362,www.haenam.go.kr,,전라남도 해남군 계곡면 산골길 306,전라남도 해남군 계곡면 가학리 산1,34.6709354,126.6169962,2021-03-11,4930000,전라남도 해남군
연호보리축제,냔냔이농원,2021-05-30,2021-05-30,"보리밭체험, 문화탐방, 참여마당, 놀이마당, 나만의 인생샷 포토존, 무대공연, 솟대만들기",연호마을축제위원회,연호마을축제위원회,해남군,061-535-1092,www.haenam.go.kr,,전라남도 해남군 황산면 원금길 162-51,전라남도 해남군 황산면 연호리 482-2,34.59912152,126.4919307,2021-03-11,4930000,전라남도 해남군
땅끝수국축제,포레스트수목원,2021-06-10,2021-07-19,"100여희귀품종, 수국사진공모전 등",포레스트수목원,포레스트 수목원,해남군,061-533-7220,www.4est수목원.com,,전라남도 해남군 현산면 봉동길 232-118,전라남도 해남군 현산면 황산리 산1-39,34.45321139,126.5955014,2021-03-11,4930000,전라남도 해남군
강경젓갈축제,강경읍일원,2020-10-14,2020-10-18,강경젓갈 우수성 홍보,강경젓갈축제추진위원회,강경젓갈축제추진위원회,문화체육관광부+충청남도+한국관광공사+순창군+괴산군+한국수자원공사+㈜맥키스컴퍼니,041-746-5663,https://www.nonsan.go.kr/eggfestival/,,충청남도 논산시 강경읍 금백로 45,충청남도 논산시 강경읍 황산리 198,36.15755625,127.0098063,2021-06-21,4540000,충청남도 논산시
연산백중놀이,연산전통시장,2019-08-30,2019-08-30,연산백중놀이 정기공연,연산백중놀이보존회,연산백중놀이보존회,논산시,041-734-1576,,,충청남도 논산시 연산면 연산4길 10-7,충청남도 논산시 연산면 연산리 392,36.2162708,127.216078,2021-06-21,4540000,충청남도 논산시
금천하모니벚꽃축제 2019,금천구청 광장 및 안양천변,2019-04-05,2019-04-06,"개막공연(금나래의전설), 꽃길만 걷자(아트브리지, 빛아트 등), 금천하모니오케스트라, 우리동네 슈퍼스타, 하모니벚꽃장 등",금천하모니벚꽃축제거버넌스,서울특별시 금천구청+금천문화재단,서울특별시,02-2627-1442,https://gcfac.or.kr/content?gcfac_menu_cd=U0107,,서울특별시 금천구 시흥대로73길 70,서울특별시 금천구 시흥동 1020,37.45693617,126.895421,2021-06-24,3170000,서울특별시 금천구
정조대왕 능행차 공동재현,"시흥IC~시흥행궁, 마을공동체지원센터 앞",2021-04-24,2021-04-25,"의궤복원 프로그램(행렬, 격쟁 등), 주요행사(전통공연, 체험프로그램),주민환영행사프로그램(구민퍼레이드, 향토문화축제 등)",금천구,"서울특별시, 수원시, 화성시",서울특별시,02-2627-1452,,,서울특별시 금천구 은행나무로 45,서울특별시 금천구 시흥동 909-34,37.4510151,126.9075078,2021-06-24,3170000,서울특별시 금천구
추억의 충장축제,"광주 동구 충장로, 금남로, 문화전당, 예술의 거리 일원",2021-10-13,2021-10-17,"충장 퍼레이드, 추억의 테마거리, 추억의 고고장, 대학가요제 리턴즈, 충장달빛캠핑",광주광역시 동구,광주광역시 동구,"문화체육관광부, 광주광역시",062-608-2421,http://www.donggu.kr/index.es?sid=c8,,광주광역시 동구 서남로 1(동구청),광주광역시 동구 서석동 31,35.1461414,126.9230951,2021-06-21,3590000,광주광역시 동구
제38회 해운대달맞이온천축제,해운대 해수욕장,2021-02-24,2021-02-26,해운대 월출과 온천을 소재로 민속축제를 계승 재현(축제취소),해운대지구발전협의회,해운대지구발전협의회,해당없음,051-746-0276,,,부산광역시 해운대구 해운대해변로 264,부산광역시 해운대구 중동 1415-49,35.15910698,129.1602838,2021-06-24,3330000,부산광역시 해운대구
2021년 제16회 해운대모래축제,해운대 해수욕장,2021-05-05,2021-05-09,"모래작품 전시 및 체험프로그램, 플라워카펫 등","해운대구, (사)해운대문화관광협의회",해운대구,해당없음,051-749-4062,,,부산광역시 해운대구 해운대해변로 264,부산광역시 해운대구 중동 1415-49,35.15910698,129.1602838,2021-06-24,3330000,부산광역시 해운대구
화개장터벚꽃축제,하동군 화개면 영호남화합다목적광장 일원,2020-01-01,2020-12-31,벚꽃축제,제21회화개장터벚꽃축제추진위원회+화개면청년회,제22회화개장터벚꽃축제추진위원회/화개면청년회,,,,,경상남도 하동군 화개면 쌍계로 58,,35.1915334447,127.6267850806,2020-03-10,5440000,경상남도 하동군
알프스하동섬진강재첩축제,하동군 하동읍 송림공원일원,2020-01-01,2020-12-31,재첩특산물 홍보 및 판매,(사)알프스하동섬진강재첩축제위원회,(사)알프스하동섬진강재첩축제위원회,,,,,경상남도 하동군 하동읍 섬진강대로 2107-8,,35.0633743958,127.7433307951,2020-03-10,5440000,경상남도 하동군
하동야생차문화축제,하동군 화개면 악양면 일원,2020-01-01,2020-12-31,녹차특산물 판매 및 전시행사등,(사)하동야생차문화축제조직위원회,(사)하동야생차문화축제조직위원회,,,,,경상남도 하동군 화개면 쌍계로 571-25,,35.2277305288,127.6426922431,2020-03-10,5440000,경상남도 하동군
대부포도축제,구)바다향기테마파크,2019-09-07,2019-09-08,"대부포도 홍보 및 직거래, 문화공연 등",안산시,대부도포도축제위원회,,031-481-2317,https://tourinfo.ansan.go.kr/main.do,대부포도,,경기도 안산시 단원구 대부북동 1841-10,37.283242,126.578124,2020-05-31,3930000,경기도 안산시
청소년어울림마당 3회차,상록청소년수련관,2019-09-28,2019-09-28,별이 빛나는 밤에,안산시,안산시청소년재단 상록청소년수련관,,031-412-1763,www.ansanyouth.or.kr,,경기도 안산시 상록구 삼일로 696,경기도 안산시 상록구 성포동 214-1,37.326253,126.853291,2020-05-31,3930000,경기도 안산시
제7회 상록수문화제,"최용신기념관,상록수공원",2019-10-26,2019-10-26,"공연,전시,체험 등",안산시,안산시,국가보훈처,031-481-3040,http://choiyongsin.iansan.net,,경기도 안산시 상록구 샘골서길 64,경기도 안산시 상록구 본오동 879-4,37.299644,126.862700,2020-05-31,3930000,경기도 안산시
청소년어울림마당 4회차,안산대학교,2019-10-26,2019-10-26,잡아드림 연계,안산시,안산시청소년재단 상록청소년수련관,,031-412-1763,www.ansanyouth.or.kr,,경기도 안산시 상록구 삼일로 696,경기도 안산시 상록구 성포동 214-1,37.326253,126.853291,2020-05-31,3930000,경기도 안산시
청소년어울림마당 5회차,상록청소년수련관,2019-11-02,2019-11-02,폐막,안산시,안산시청소년재단 상록청소년수련관,,031-412-1763,www.ansanyouth.or.kr,,경기도 안산시 상록구 삼일로 696,경기도 안산시 상록구 성포동 214-1,37.326253,126.853291,2020-05-31,3930000,경기도 안산시
진해군항제,중원로터리 및 진해구 일원,2018-04-01,2018-04-10,"추모대제, 승전행사, 불꽃쇼, 문화예술행사",진해군항제축제위원회,창원시,,,,,,경상남도 창원시 진해구 평안동 10,35.149423,128.659757,2020-07-14,5670000,경상남도 창원시
진해군악의장페스티벌,진해공설운동장,2018-04-06,2018-04-08,"개막행사, 주공연장 마칭공연, 프린지공연",(사)진해세계군악의장페스티벌추진위원회,창원시,,,,,경상남도 창원시 진해구 충무로 43(도만동),,35.14836103,128.6554537,2020-07-14,5670000,경상남도 창원시
마산가고파국화축제,마산어시장 장어거리 앞 및 창동?오동동 일원,2018-10-26,2018-11-09,"국향대전,전시행사,경연행사 등",마산가고파국화축제위원회,창원시,,,,,,경상남도 창원시 마산합포구 신포동2가 118,35.186741,128.564277,2020-07-14,5670000,경상남도 창원시
개항제례,창원시립 마산음악관 야외,2018-05-01,2018-05-01,"개항제례, 전시행사, 경연행사, 전시/체험행사",마산예총,창원시,,,,,경상남도 창원시 마산합포구 수산2길 35,,35.19757501,128.5719112,2020-07-14,5670000,경상남도 창원시
거창한마당축제,"스포츠파크, 시내 거리",2021-09-23,2021-09-26,"군민체육대회, 아림예술제, 평생학습축제, 녹색곳간, 농산물대축제 등",(재)거창문화재단 등,(재)거창문화재단,,,,,경상남도 거창군 거창읍 심소정길 39-36,경상남도 거창군 거창읍 양평리 11,35.69513581,127.9263505,2021-05-31,5470000,경상남도 거창군
